,period,year,month,county,code,cases_under_5yo,cases_over_5yo,total_cases,temp,rainfall,month_code,county_code
942,22-Jul,2022,Jul,Migori,KE_County_44,12803,46508,59311,19,44.92,7,44
943,22-Aug,2022,Aug,Migori,KE_County_44,11359,35406,46765,18,151.63,8,44
944,22-Sep,2022,Sep,Migori,KE_County_44,10212,30737,40949,19,141.28,9,44
945,22-Oct,2022,Oct,Migori,KE_County_44,10786,36409,47195,20,78.8,10,44
946,22-Nov,2022,Nov,Migori,KE_County_44,12307,39094,51401,18,283.73,11,44
947,22-Dec,2022,Dec,Migori,KE_County_44,12369,37477,49846,19,248.23,12,44
948,23-Jan,2023,Jan,Migori,KE_County_44,14030,48839,62869,20,7.01,1,44
949,23-Feb,2023,Feb,Migori,KE_County_44,14771,58912,73683,22,13.3,2,44
950,23-Mar,2023,Mar,Migori,KE_County_44,13545,54589,68134,19,394.21,3,44
951,23-Apr,2023,Apr,Migori,KE_County_44,11096,39649,50745,19,607.05,4,44
952,23-May,2023,May,Migori,KE_County_44,11137,43469,54606,19,237.2,5,44
953,23-Jun,2023,Jun,Migori,KE_County_44,10846,42219,53065,18,178.25,6,44
954,23-Jul,2023,Jul,Migori,KE_County_44,10716,39865,50581,19,46.85,7,44
955,23-Aug,2023,Aug,Migori,KE_County_44,10724,35275,45999,20,49.05,8,44
956,23-Sep,2023,Sep,Migori,KE_County_44,9316,32464,41780,18,252.01,9,44
957,23-Oct,2023,Oct,Migori,KE_County_44,9251,27733,36984,20,76.79,10,44
958,23-Nov,2023,Nov,Migori,KE_County_44,8297,25817,34114,18,393.91,11,44
959,23-Dec,2023,Dec,Migori,KE_County_44,8678,27319,35997,19,251.76,12,44
960,24-Jan,2024,Jan,Migori,KE_County_44,9731,37320,47051,19,172.14,1,44
961,24-Feb,2024,Feb,Migori,KE_County_44,9927,34817,44744,20,128.92,2,44
962,24-Mar,2024,Mar,Migori,KE_County_44,10021,33687,43708,21,126.47,3,44
963,24-Apr,2024,Apr,Migori,KE_County_44,8853,29987,38840,18,446.32,4,44
964,24-May,2024,May,Migori,KE_County_44,8042,30399,38441,18,299.34,5,44
965,24-Jun,2024,Jun,Migori,KE_County_44,7317,23435,30752,18,96.75,6,44
966,24-Jul,2024,Jul,Migori,KE_County_44,7197,20478,27675,18,76,7,44
967,24-Aug,2024,Aug,Migori,KE_County_44,6605,18049,24654,19,35.19,8,44
968,24-Sep,2024,Sep,Migori,KE_County_44,6546,18626,25172,19,65.87,9,44
969,24-Oct,2024,Oct,Migori,KE_County_44,6232,15259,21491,20,14.28,10,44
970,24-Nov,2024,Nov,Migori,KE_County_44,5565,15116,20681,19,298.83,11,44
971,24-Dec,2024,Dec,Migori,KE_County_44,6022,16992,23014,19,128.26,12,44
972,22-Jan,2022,Jan,Mombasa,KE_County_1,445,1592,2037,27,19.83,1,1
973,22-Feb,2022,Feb,Mombasa,KE_County_1,261,837,1098,28,3.7,2,1
974,22-Mar,2022,Mar,Mombasa,KE_County_1,234,857,1091,28,20.23,3,1
975,22-Apr,2022,Apr,Mombasa,KE_County_1,252,654,906,28,153.79,4,1
976,22-May,2022,May,Mombasa,KE_County_1,323,1062,1385,27,88.3,5,1
977,22-Jun,2022,Jun,Mombasa,KE_County_1,337,1090,1427,25,125.4,6,1
978,22-Jul,2022,Jul,Mombasa,KE_County_1,268,830,1098,24,102.2,7,1
979,22-Aug,2022,Aug,Mombasa,KE_County_1,227,628,855,24,52.5,8,1
980,22-Sep,2022,Sep,Mombasa,KE_County_1,225,574,799,25,51.8,9,1
981,22-Oct,2022,Oct,Mombasa,KE_County_1,452,709,1161,26,38.1,10,1
982,22-Nov,2022,Nov,Mombasa,KE_County_1,177,603,780,27,73.7,11,1
983,22-Dec,2022,Dec,Mombasa,KE_County_1,250,964,1214,27,38.2,12,1
984,23-Jan,2023,Jan,Mombasa,KE_County_1,340,1191,1531,27,5.7,1,1
985,23-Feb,2023,Feb,Mombasa,KE_County_1,300,929,1229,28,1.96,2,1
986,23-Mar,2023,Mar,Mombasa,KE_County_1,231,577,808,28,53.12,3,1
987,23-Apr,2023,Apr,Mombasa,KE_County_1,232,580,812,27,317.7,4,1
988,23-May,2023,May,Mombasa,KE_County_1,391,1203,1594,26,106.9,5,1
989,23-Jun,2023,Jun,Mombasa,KE_County_1,204,1073,1277,26,73.85,6,1
990,23-Jul,2023,Jul,Mombasa,KE_County_1,209,925,1134,25,97.45,7,1
991,23-Aug,2023,Aug,Mombasa,KE_County_1,263,813,1076,25,75,8,1
992,23-Sep,2023,Sep,Mombasa,KE_County_1,197,1122,1319,26,33.42,9,1
993,23-Oct,2023,Oct,Mombasa,KE_County_1,182,586,768,26,82.1,10,1
994,23-Nov,2023,Nov,Mombasa,KE_County_1,179,614,793,26,342.87,11,1
995,23-Dec,2023,Dec,Mombasa,KE_County_1,259,1061,1320,27,128.92,12,1
996,24-Jan,2024,Jan,Mombasa,KE_County_1,633,2164,2797,27,80.81,1,1
997,24-Feb,2024,Feb,Mombasa,KE_County_1,318,1013,1331,28,50.62,2,1
998,24-Mar,2024,Mar,Mombasa,KE_County_1,206,557,763,29,99.83,3,1
999,24-Apr,2024,Apr,Mombasa,KE_County_1,151,594,745,27,320.68,4,1
1000,24-May,2024,May,Mombasa,KE_County_1,189,758,947,27,55.44,5,1
1001,24-Jun,2024,Jun,Mombasa,KE_County_1,180,651,831,26,63.37,6,1
1002,24-Jul,2024,Jul,Mombasa,KE_County_1,239,703,942,25,53.38,7,1
1003,24-Aug,2024,Aug,Mombasa,KE_County_1,307,877,1184,25,70.39,8,1
1004,24-Sep,2024,Sep,Mombasa,KE_County_1,230,792,1022,25,51.44,9,1
1005,24-Oct,2024,Oct,Mombasa,KE_County_1,234,571,805,26,48.34,10,1
1006,24-Nov,2024,Nov,Mombasa,KE_County_1,157,582,739,27,48.24,11,1
1007,24-Dec,2024,Dec,Mombasa,KE_County_1,192,486,678,27,108,12,1
1008,22-Jan,2022,Jan,Muranga,KE_County_21,8,7,15,20,52.44,1,21
1009,22-Feb,2022,Feb,Muranga,KE_County_21,7,9,16,22,22.2,2,21
1010,22-Mar,2022,Mar,Muranga,KE_County_21,2,11,13,22,17.74,3,21
1011,22-Apr,2022,Apr,Muranga,KE_County_21,4,41,45,20,129.9,4,21
1012,22-May,2022,May,Muranga,KE_County_21,11,25,36,20,26.81,5,21
1013,22-Jun,2022,Jun,Muranga,KE_County_21,6,34,40,18,13,6,21
1014,22-Jul,2022,Jul,Muranga,KE_County_21,8,16,24,18,26.2,7,21
1015,22-Aug,2022,Aug,Muranga,KE_County_21,6,10,16,18,36.36,8,21
1016,22-Sep,2022,Sep,Muranga,KE_County_21,3,6,9,20,28.5,9,21
1017,22-Oct,2022,Oct,Muranga,KE_County_21,1,4,5,21,13.3,10,21
1018,22-Nov,2022,Nov,Muranga,KE_County_21,13,13,26,19,117.02,11,21
1019,22-Dec,2022,Dec,Muranga,KE_County_21,2,6,8,19,29.44,12,21
1020,23-Jan,2023,Jan,Muranga,KE_County_21,18,29,47,20,6.68,1,21
1021,23-Feb,2023,Feb,Muranga,KE_County_21,1,17,18,22,0.24,2,21
1022,23-Mar,2023,Mar,Muranga,KE_County_21,4,14,18,21,214.94,3,21
1023,23-Apr,2023,Apr,Muranga,KE_County_21,7,17,24,19,208.5,4,21
1024,23-May,2023,May,Muranga,KE_County_21,12,32,44,19,98.25,5,21
1025,23-Jun,2023,Jun,Muranga,KE_County_21,19,18,37,19,46.45,6,21
1026,23-Jul,2023,Jul,Muranga,KE_County_21,6,23,29,18,19.4,7,21
1027,23-Aug,2023,Aug,Muranga,KE_County_21,8,29,37,19,23.2,8,21
1028,23-Sep,2023,Sep,Muranga,KE_County_21,12,23,35,21,42.13,9,21
1029,23-Oct,2023,Oct,Muranga,KE_County_21,16,9,25,21,36.35,10,21
1030,23-Nov,2023,Nov,Muranga,KE_County_21,7,307,314,18,247.89,11,21
1031,23-Dec,2023,Dec,Muranga,KE_County_21,8,28,36,19,80.69,12,21
1032,24-Jan,2024,Jan,Muranga,KE_County_21,8,83,91,19,153.15,1,21
1033,24-Feb,2024,Feb,Muranga,KE_County_21,12,65,77,21,59.89,2,21
1034,24-Mar,2024,Mar,Muranga,KE_County_21,7,37,44,21,104.74,3,21
1035,24-Apr,2024,Apr,Muranga,KE_County_21,17,15,32,19,490.56,4,21
1036,24-May,2024,May,Muranga,KE_County_21,16,34,50,19,192.95,5,21
1037,24-Jun,2024,Jun,Muranga,KE_County_21,3,17,20,18,67.43,6,21
1038,24-Jul,2024,Jul,Muranga,KE_County_21,3,24,27,18,59.84,7,21
1039,24-Aug,2024,Aug,Muranga,KE_County_21,7,26,33,19,6.11,8,21
1040,24-Sep,2024,Sep,Muranga,KE_County_21,3,18,21,20,19.59,9,21
1041,24-Oct,2024,Oct,Muranga,KE_County_21,6,8,14,22,0.09,10,21
1042,24-Nov,2024,Nov,Muranga,KE_County_21,4,13,17,19,178.71,11,21
1043,24-Dec,2024,Dec,Muranga,KE_County_21,44,12,56,19,38,12,21
1044,22-Jan,2022,Jan,Nairobi,KE_County_47,1081,2893,3974,20,77.89,1,47
1045,22-Feb,2022,Feb,Nairobi,KE_County_47,675,1695,2370,22,18.6,2,47
1046,22-Mar,2022,Mar,Nairobi,KE_County_47,618,2211,2829,22,17.94,3,47
1047,22-Apr,2022,Apr,Nairobi,KE_County_47,788,2363,3151,20,78.37,4,47
1048,22-May,2022,May,Nairobi,KE_County_47,943,2599,3542,19,15.84,5,47
1049,22-Jun,2022,Jun,Nairobi,KE_County_47,1026,2087,3113,18,7,6,47
1050,22-Jul,2022,Jul,Nairobi,KE_County_47,633,1836,2469,17,10.1,7,47
1051,22-Aug,2022,Aug,Nairobi,KE_County_47,619,1645,2264,18,15.9,8,47
1052,22-Sep,2022,Sep,Nairobi,KE_County_47,737,1659,2396,19,16.3,9,47
1053,22-Oct,2022,Oct,Nairobi,KE_County_47,564,1790,2354,20,7.2,10,47
1054,22-Nov,2022,Nov,Nairobi,KE_County_47,493,1701,2194,19,88.24,11,47
1055,22-Dec,2022,Dec,Nairobi,KE_County_47,485,1770,2255,19,32.4,12,47
1056,23-Jan,2023,Jan,Nairobi,KE_County_47,1493,4922,6415,20,5.3,1,47
1057,23-Feb,2023,Feb,Nairobi,KE_County_47,898,2495,3393,22,0.89,2,47
1058,23-Mar,2023,Mar,Nairobi,KE_County_47,639,2058,2697,21,146.53,3,47
1059,23-Apr,2023,Apr,Nairobi,KE_County_47,545,2019,2564,19,162.45,4,47
1060,23-May,2023,May,Nairobi,KE_County_47,832,3160,3992,19,56.05,5,47
1061,23-Jun,2023,Jun,Nairobi,KE_County_47,724,2591,3315,18,32.15,6,47
1062,23-Jul,2023,Jul,Nairobi,KE_County_47,524,1827,2351,18,8,7,47
1063,23-Aug,2023,Aug,Nairobi,KE_County_47,615,2164,2779,19,8.4,8,47
1064,23-Sep,2023,Sep,Nairobi,KE_County_47,759,2097,2856,20,50,9,47
1065,23-Oct,2023,Oct,Nairobi,KE_County_47,570,1230,1800,21,18.2,10,47
1066,23-Nov,2023,Nov,Nairobi,KE_County_47,576,1584,2160,18,191.89,11,47
1067,23-Dec,2023,Dec,Nairobi,KE_County_47,560,1969,2529,19,58.12,12,47
1068,24-Jan,2024,Jan,Nairobi,KE_County_47,1943,6065,8008,19,148.06,1,47
1069,24-Feb,2024,Feb,Nairobi,KE_County_47,910,2337,3247,21,55.26,2,47
1070,24-Mar,2024,Mar,Nairobi,KE_County_47,811,1909,2720,22,75.86,3,47
1071,24-Apr,2024,Apr,Nairobi,KE_County_47,526,1683,2209,19,378.88,4,47
1072,24-May,2024,May,Nairobi,KE_County_47,730,2159,2889,19,167.45,5,47
1073,24-Jun,2024,Jun,Nairobi,KE_County_47,465,1447,1912,18,48.75,6,47
1074,24-Jul,2024,Jul,Nairobi,KE_County_47,574,1631,2205,18,43.89,7,47
1075,24-Aug,2024,Aug,Nairobi,KE_County_47,793,1916,2709,19,3.48,8,47
1076,24-Sep,2024,Sep,Nairobi,KE_County_47,534,1868,2402,20,12.85,9,47
1077,24-Oct,2024,Oct,Nairobi,KE_County_47,381,1267,1648,21,11.52,10,47
1078,24-Nov,2024,Nov,Nairobi,KE_County_47,381,1390,1771,20,142.76,11,47
1079,24-Dec,2024,Dec,Nairobi,KE_County_47,402,1708,2110,19,37.48,12,47
1080,22-Jan,2022,Jan,Nakuru,KE_County_32,265,1072,1337,18,28.5,1,32
1081,22-Feb,2022,Feb,Nakuru,KE_County_32,317,561,878,19,6.5,2,32
1082,22-Mar,2022,Mar,Nakuru,KE_County_32,348,935,1283,20,5.1,3,32
1083,22-Apr,2022,Apr,Nakuru,KE_County_32,238,858,1096,18,137.45,4,32
1084,22-May,2022,May,Nakuru,KE_County_32,295,1081,1376,17,29.08,5,32
1085,22-Jun,2022,Jun,Nakuru,KE_County_32,284,1876,2160,16,26.16,6,32
1086,22-Jul,2022,Jul,Nakuru,KE_County_32,219,909,1128,16,39.06,7,32
1087,22-Aug,2022,Aug,Nakuru,KE_County_32,191,658,849,16,161.17,8,32
1088,22-Sep,2022,Sep,Nakuru,KE_County_32,220,806,1026,16,154.02,9,32
1089,22-Oct,2022,Oct,Nakuru,KE_County_32,183,990,1173,17,21.48,10,32
1090,22-Nov,2022,Nov,Nakuru,KE_County_32,146,795,941,17,64.65,11,32
1091,22-Dec,2022,Dec,Nakuru,KE_County_32,151,681,832,17,19.6,12,32
1092,23-Jan,2023,Jan,Nakuru,KE_County_32,260,1198,1458,18,0.5,1,32
1093,23-Feb,2023,Feb,Nakuru,KE_County_32,208,883,1091,20,0,2,32
1094,23-Mar,2023,Mar,Nakuru,KE_County_32,210,954,1164,19,145.58,3,32
1095,23-Apr,2023,Apr,Nakuru,KE_County_32,130,577,707,17,268.55,4,32
1096,23-May,2023,May,Nakuru,KE_County_32,180,1095,1275,17,102.6,5,32
1097,23-Jun,2023,Jun,Nakuru,KE_County_32,145,806,951,17,55.4,6,32
1098,23-Jul,2023,Jul,Nakuru,KE_County_32,175,655,830,16,23.8,7,32
1099,23-Aug,2023,Aug,Nakuru,KE_County_32,139,711,850,17,70.35,8,32
1100,23-Sep,2023,Sep,Nakuru,KE_County_32,161,642,803,17,182.25,9,32
1101,23-Oct,2023,Oct,Nakuru,KE_County_32,157,657,814,18,58.28,10,32
1102,23-Nov,2023,Nov,Nakuru,KE_County_32,121,592,713,17,172.23,11,32
1103,23-Dec,2023,Dec,Nakuru,KE_County_32,190,646,836,17,37.05,12,32
1104,24-Jan,2024,Jan,Nakuru,KE_County_32,345,2362,2707,18,41.77,1,32
1105,24-Feb,2024,Feb,Nakuru,KE_County_32,227,1349,1576,19,25.57,2,32
1106,24-Mar,2024,Mar,Nakuru,KE_County_32,190,776,966,20,19.58,3,32
1107,24-Apr,2024,Apr,Nakuru,KE_County_32,150,564,714,17,410.12,4,32
1108,24-May,2024,May,Nakuru,KE_County_32,183,743,926,17,311.41,5,32
1109,24-Jun,2024,Jun,Nakuru,KE_County_32,174,682,856,16,120.67,6,32
1110,24-Jul,2024,Jul,Nakuru,KE_County_32,147,574,721,16,224.52,7,32
1111,24-Aug,2024,Aug,Nakuru,KE_County_32,122,676,798,16,148.76,8,32
1112,24-Sep,2024,Sep,Nakuru,KE_County_32,167,654,821,17,89.39,9,32
1113,24-Oct,2024,Oct,Nakuru,KE_County_32,156,459,615,18,31.11,10,32
1114,24-Nov,2024,Nov,Nakuru,KE_County_32,87,458,545,17,175.6,11,32
1115,24-Dec,2024,Dec,Nakuru,KE_County_32,170,539,709,17,10.08,12,32
1116,22-Jan,2022,Jan,Nandi,KE_County_29,530,2775,3305,21,159.13,1,29
1117,22-Feb,2022,Feb,Nandi,KE_County_29,373,1559,1932,16,121.36,2,29
1118,22-Mar,2022,Mar,Nandi,KE_County_29,474,2050,2524,22,148.99,3,29
1119,22-Apr,2022,Apr,Nandi,KE_County_29,381,1557,1938,21,343.03,4,29
1120,22-May,2022,May,Nandi,KE_County_29,504,3657,4161,20,214.46,5,29
1121,22-Jun,2022,Jun,Nandi,KE_County_29,817,4285,5102,19,74.16,6,29
1122,22-Jul,2022,Jul,Nandi,KE_County_29,635,3235,3870,19,105.76,7,29
1123,22-Aug,2022,Aug,Nandi,KE_County_29,484,2079,2563,19,190.96,8,29
1124,22-Sep,2022,Sep,Nandi,KE_County_29,433,1733,2166,19,159.1,9,29
1125,22-Oct,2022,Oct,Nandi,KE_County_29,374,1678,2052,20,182.86,10,29
1126,22-Nov,2022,Nov,Nandi,KE_County_29,402,1992,2394,19,318.26,11,29
1127,22-Dec,2022,Dec,Nandi,KE_County_29,439,2277,2716,20,202.95,12,29
1128,23-Jan,2023,Jan,Nandi,KE_County_29,547,2360,2907,21,7.86,1,29
1129,23-Feb,2023,Feb,Nandi,KE_County_29,830,3864,4694,16,5.86,2,29
1130,23-Mar,2023,Mar,Nandi,KE_County_29,673,4111,4784,21,440.57,3,29
1131,23-Apr,2023,Apr,Nandi,KE_County_29,554,2429,2983,20,442.9,4,29
1132,23-May,2023,May,Nandi,KE_County_29,741,3678,4419,20,177.3,5,29
1133,23-Jun,2023,Jun,Nandi,KE_County_29,655,3978,4633,20,164.3,6,29
1134,23-Jul,2023,Jul,Nandi,KE_County_29,660,3244,3904,20,83.4,7,29
1135,23-Aug,2023,Aug,Nandi,KE_County_29,584,3046,3630,20,67.15,8,29
1136,23-Sep,2023,Sep,Nandi,KE_County_29,334,2387,2721,20,243.77,9,29
1137,23-Oct,2023,Oct,Nandi,KE_County_29,447,2130,2577,20,252.83,10,29
1138,23-Nov,2023,Nov,Nandi,KE_County_29,367,1925,2292,19,366.69,11,29
1139,23-Dec,2023,Dec,Nandi,KE_County_29,395,2576,2971,19,198.22,12,29
1140,24-Jan,2024,Jan,Nandi,KE_County_29,460,2995,3455,20,129.19,1,29
1141,24-Feb,2024,Feb,Nandi,KE_County_29,541,3624,4165,16,106.31,2,29
1142,24-Mar,2024,Mar,Nandi,KE_County_29,683,2674,3357,22,100.49,3,29
1143,24-Apr,2024,Apr,Nandi,KE_County_29,458,2326,2784,19,428.61,4,29
1144,24-May,2024,May,Nandi,KE_County_29,716,6206,6922,19,360.43,5,29
1145,24-Jun,2024,Jun,Nandi,KE_County_29,1131,4391,5522,19,163.27,6,29
1146,24-Jul,2024,Jul,Nandi,KE_County_29,842,3022,3864,19,129.96,7,29
1147,24-Aug,2024,Aug,Nandi,KE_County_29,529,2328,2857,19,157.02,8,29
1148,24-Sep,2024,Sep,Nandi,KE_County_29,557,2881,3438,20,149.16,9,29
1149,24-Oct,2024,Oct,Nandi,KE_County_29,346,1398,1744,20,20.57,10,29
1150,24-Nov,2024,Nov,Nandi,KE_County_29,263,1589,1852,19,248.99,11,29
1151,24-Dec,2024,Dec,Nandi,KE_County_29,387,2234,2621,20,88.65,12,29
1152,22-Jan,2022,Jan,Narok,KE_County_33,207,1403,1610,18,138.76,1,33
1153,22-Feb,2022,Feb,Narok,KE_County_33,193,581,774,18,87.51,2,33
1154,22-Mar,2022,Mar,Narok,KE_County_33,307,547,854,20,10.4,3,33
1155,22-Apr,2022,Apr,Narok,KE_County_33,302,768,1070,19,86.49,4,33
1156,22-May,2022,May,Narok,KE_County_33,193,622,815,17,23.78,5,33
1157,22-Jun,2022,Jun,Narok,KE_County_33,218,702,920,16,4.8,6,33
1158,22-Jul,2022,Jul,Narok,KE_County_33,199,810,1009,16,10,7,33
1159,22-Aug,2022,Aug,Narok,KE_County_33,162,454,616,17,17.69,8,33
1160,22-Sep,2022,Sep,Narok,KE_County_33,183,421,604,18,28.7,9,33
1161,22-Oct,2022,Oct,Narok,KE_County_33,141,442,583,19,3.1,10,33
1162,22-Nov,2022,Nov,Narok,KE_County_33,152,451,603,18,68.34,11,33
1163,22-Dec,2022,Dec,Narok,KE_County_33,143,482,625,18,40.31,12,33
1164,23-Jan,2023,Jan,Narok,KE_County_33,159,587,746,19,1.3,1,33
1165,23-Feb,2023,Feb,Narok,KE_County_33,166,1011,1177,21,1.57,2,33
1166,23-Mar,2023,Mar,Narok,KE_County_33,308,841,1149,19,244.38,3,33
1167,23-Apr,2023,Apr,Narok,KE_County_33,100,543,643,18,159.7,4,33
1168,23-May,2023,May,Narok,KE_County_33,251,791,1042,17,68.25,5,33
1169,23-Jun,2023,Jun,Narok,KE_County_33,283,833,1116,17,61.45,6,33
1170,23-Jul,2023,Jul,Narok,KE_County_33,299,883,1182,17,3.7,7,33
1171,23-Aug,2023,Aug,Narok,KE_County_33,391,931,1322,17,8,8,33
1172,23-Sep,2023,Sep,Narok,KE_County_33,121,527,648,19,71.58,9,33
1173,23-Oct,2023,Oct,Narok,KE_County_33,230,558,788,20,10.2,10,33
1174,23-Nov,2023,Nov,Narok,KE_County_33,134,803,937,18,123.32,11,33
1175,23-Dec,2023,Dec,Narok,KE_County_33,384,978,1362,18,176.22,12,33
1176,24-Jan,2024,Jan,Narok,KE_County_33,442,1776,2218,18,273.09,1,33
1177,24-Feb,2024,Feb,Narok,KE_County_33,663,1694,2357,19,58.89,2,33
1178,24-Mar,2024,Mar,Narok,KE_County_33,333,1671,2004,20,83.52,3,33
1179,24-Apr,2024,Apr,Narok,KE_County_33,389,1118,1507,18,455.67,4,33
1180,24-May,2024,May,Narok,KE_County_33,361,728,1089,17,253.66,5,33
1181,24-Jun,2024,Jun,Narok,KE_County_33,312,485,797,16,65.23,6,33
1182,24-Jul,2024,Jul,Narok,KE_County_33,304,754,1058,16,92.46,7,33
1183,24-Aug,2024,Aug,Narok,KE_County_33,314,701,1015,17,6.69,8,33
1184,24-Sep,2024,Sep,Narok,KE_County_33,352,1174,1526,18,14.27,9,33
1185,24-Oct,2024,Oct,Narok,KE_County_33,174,561,735,20,0.59,10,33
1186,24-Nov,2024,Nov,Narok,KE_County_33,208,943,1151,19,130.32,11,33
1187,24-Dec,2024,Dec,Narok,KE_County_33,278,745,1023,18,65.14,12,33
1188,22-Jan,2022,Jan,Nyamira,KE_County_46,263,1817,2080,24,175.77,1,46
1189,22-Feb,2022,Feb,Nyamira,KE_County_46,284,1439,1723,23,103.6,2,46
1190,22-Mar,2022,Mar,Nyamira,KE_County_46,328,1522,1850,25,163.97,3,46
1191,22-Apr,2022,Apr,Nyamira,KE_County_46,275,1536,1811,23,440.01,4,46
1192,22-May,2022,May,Nyamira,KE_County_46,228,1471,1699,22,282.81,5,46
1193,22-Jun,2022,Jun,Nyamira,KE_County_46,281,1631,1912,22,108.52,6,46
1194,22-Jul,2022,Jul,Nyamira,KE_County_46,202,1164,1366,22,156.43,7,46
1195,22-Aug,2022,Aug,Nyamira,KE_County_46,210,1137,1347,22,226.16,8,46
1196,22-Sep,2022,Sep,Nyamira,KE_County_46,210,852,1062,22,227,9,46
1197,22-Oct,2022,Oct,Nyamira,KE_County_46,236,882,1118,23,133.75,10,46
1198,22-Nov,2022,Nov,Nyamira,KE_County_46,192,1056,1248,22,294.4,11,46
1199,22-Dec,2022,Dec,Nyamira,KE_County_46,183,1137,1320,22,226.07,12,46
1200,23-Jan,2023,Jan,Nyamira,KE_County_46,237,1534,1771,24,16.76,1,46
1201,23-Feb,2023,Feb,Nyamira,KE_County_46,206,1430,1636,26,10.58,2,46
1202,23-Mar,2023,Mar,Nyamira,KE_County_46,216,1271,1487,23,408.35,3,46
1203,23-Apr,2023,Apr,Nyamira,KE_County_46,117,1113,1230,22,560,4,46
1204,23-May,2023,May,Nyamira,KE_County_46,153,1091,1244,22,207.4,5,46
1205,23-Jun,2023,Jun,Nyamira,KE_County_46,150,853,1003,22,200.8,6,46
1206,23-Jul,2023,Jul,Nyamira,KE_County_46,161,1003,1164,23,103.8,7,46
1207,23-Aug,2023,Aug,Nyamira,KE_County_46,202,914,1116,23,67.2,8,46
1208,23-Sep,2023,Sep,Nyamira,KE_County_46,133,875,1008,22,237.08,9,46
1209,23-Oct,2023,Oct,Nyamira,KE_County_46,144,762,906,23,152,10,46
1210,23-Nov,2023,Nov,Nyamira,KE_County_46,108,549,657,22,422.3,11,46
1211,23-Dec,2023,Dec,Nyamira,KE_County_46,113,649,762,22,225.31,12,46
1212,24-Jan,2024,Jan,Nyamira,KE_County_46,132,987,1119,22,123.04,1,46
1213,24-Feb,2024,Feb,Nyamira,KE_County_46,139,948,1087,24,98.05,2,46
1214,24-Mar,2024,Mar,Nyamira,KE_County_46,194,1166,1360,24,93.83,3,46
1215,24-Apr,2024,Apr,Nyamira,KE_County_46,131,793,924,22,355.92,4,46
1216,24-May,2024,May,Nyamira,KE_County_46,116,903,1019,21,336.58,5,46
1217,24-Jun,2024,Jun,Nyamira,KE_County_46,153,856,1009,21,93.96,6,46
1218,24-Jul,2024,Jul,Nyamira,KE_County_46,138,854,992,22,74.08,7,46
1219,24-Aug,2024,Aug,Nyamira,KE_County_46,97,694,791,22,50.12,8,46
1220,24-Sep,2024,Sep,Nyamira,KE_County_46,97,848,945,23,85.06,9,46
1221,24-Oct,2024,Oct,Nyamira,KE_County_46,140,604,744,23,78.08,10,46
1222,24-Nov,2024,Nov,Nyamira,KE_County_46,145,438,583,22,301.97,11,46
1223,24-Dec,2024,Dec,Nyamira,KE_County_46,117,631,748,22,93.09,12,46
1224,22-Jan,2022,Jan,Nyandarua,KE_County_18,3,24,27,20,52.44,1,18
1225,22-Feb,2022,Feb,Nyandarua,KE_County_18,0,14,14,22,22.2,2,18
1226,22-Mar,2022,Mar,Nyandarua,KE_County_18,7,17,24,22,17.74,3,18
1227,22-Apr,2022,Apr,Nyandarua,KE_County_18,3,18,21,20,129.9,4,18
1228,22-May,2022,May,Nyandarua,KE_County_18,9,29,38,20,26.81,5,18
1229,22-Jun,2022,Jun,Nyandarua,KE_County_18,5,14,19,18,13,6,18
1230,22-Jul,2022,Jul,Nyandarua,KE_County_18,7,16,23,18,26.2,7,18
1231,22-Aug,2022,Aug,Nyandarua,KE_County_18,6,14,20,18,36.36,8,18
1232,22-Sep,2022,Sep,Nyandarua,KE_County_18,5,14,19,20,28.5,9,18
1233,22-Oct,2022,Oct,Nyandarua,KE_County_18,3,12,15,21,13.3,10,18
1234,22-Nov,2022,Nov,Nyandarua,KE_County_18,4,7,11,19,117.02,11,18
1235,22-Dec,2022,Dec,Nyandarua,KE_County_18,1,10,11,19,29.44,12,18
1236,23-Jan,2023,Jan,Nyandarua,KE_County_18,2,30,32,20,6.68,1,18
1237,23-Feb,2023,Feb,Nyandarua,KE_County_18,6,22,28,22,0.24,2,18
1238,23-Mar,2023,Mar,Nyandarua,KE_County_18,2,18,20,21,214.94,3,18
1239,23-Apr,2023,Apr,Nyandarua,KE_County_18,9,11,20,19,208.5,4,18
1240,23-May,2023,May,Nyandarua,KE_County_18,5,20,25,19,98.25,5,18
1241,23-Jun,2023,Jun,Nyandarua,KE_County_18,3,16,19,19,46.45,6,18
1242,23-Jul,2023,Jul,Nyandarua,KE_County_18,7,18,25,18,19.4,7,18
1243,23-Aug,2023,Aug,Nyandarua,KE_County_18,2,14,16,19,23.2,8,18
1244,23-Sep,2023,Sep,Nyandarua,KE_County_18,2,13,15,21,42.13,9,18
1245,23-Oct,2023,Oct,Nyandarua,KE_County_18,1,5,6,21,36.35,10,18
1246,23-Nov,2023,Nov,Nyandarua,KE_County_18,2,14,16,18,247.89,11,18
1247,23-Dec,2023,Dec,Nyandarua,KE_County_18,4,10,14,19,80.69,12,18
1248,24-Jan,2024,Jan,Nyandarua,KE_County_18,1,25,26,19,153.15,1,18
1249,24-Feb,2024,Feb,Nyandarua,KE_County_18,2,8,10,21,59.89,2,18
1250,24-Mar,2024,Mar,Nyandarua,KE_County_18,0,6,6,21,104.74,3,18
1251,24-Apr,2024,Apr,Nyandarua,KE_County_18,0,16,16,19,490.56,4,18
